waspbust_id,nest_foundDate,municip_name,species,nest_locType,nest_hight,nest_diameter,nest_longitude,nest_latitude,nest_status,nest_judgementDate,municip_code,colonies_amount,food_fruit,food_apple,food_txakoli,food_kiwi,food_pear,food_blueberry,food_raspberry,station_code,month,year_offset,index,MMM,year,station_name,code_merge,merge_cod,weath_days_frost,weath_humidity,weath_maxLevel,weath_midLevel,weath_minLevel,weath_days_rain,weath_days_rain1mm,weath_accuRainfall,weath_10minRainfall,weath_1dayRainfall,weath_solar,weath_meanTemp,weath_maxTemp,weath_maxMeanTemp,weath_minTemp,weath_meanWindM,weath_maxWindM,weath_meanDayMaxWind
4372,2/12/2019 0:00,Lemoa,AVISPA ASIÁTICA,ARBOLADO,12,20,"5,185,818,335","4,784,320,953",CERRADA - ELIMINADO,4/12/2019 0:00,48055,0,25,1,5,0,0,0,0,C079,2,2018,643,FEB,2018,Amorebieta,C079_Amorebieta_2018_FEB,C079_Amorebieta_2018_FEB,7,99,2.049,0.963,0.227761297,20,20,292.3,1.9,36.6,12.58418687,5.5,21.1,9.3,2.3,11.43055274,79.5818225,40.1424809
4373,2/12/2019 0:00,Lemoa,AVISPA ASIÁTICA,ARBOLADO,9,10,,,CERRADA - ELIMINADO,4/12/2019 0:00,48055,0,25,1,5,0,0,0,0,C079,2,2018,643,FEB,2018,Amorebieta,C079_Amorebieta_2018_FEB,C079_Amorebieta_2018_FEB,7,99,2.049,0.963,0.227761297,20,20,292.3,1.9,36.6,12.58418687,5.5,21.1,9.3,2.3,11.43055274,79.5818225,40.1424809
4374,9/12/2019 0:00,Lemoa,AVISPA ASIÁTICA,ARBOLADO,15,24,"5,170,128,675","4,783,994,615",CERRADA - ELIMINADO,9/12/2019 0:00,48055,0,25,1,5,0,0,0,0,C079,9,2018,3506,SET,2018,Amorebieta,C079_Amorebieta_2018_SET,C079_Amorebieta_2018_SET,0,78.8,0.391,0.27,0.205835752,8,3,10.2,1,3.2,12.53818534,19.2,34.4,25.7,14.1,11.19417609,72.56798368,40.1998918
4375,9/12/2019 0:00,Lemoa,AVISPA ASIÁTICA,ARBOLADO,30,25,"5,182,540,794","4,782,302,031",CERRADA - ELIMINADO,9/12/2019 0:00,48055,0,25,1,5,0,0,0,0,C079,9,2018,3506,SET,2018,Amorebieta,C079_Amorebieta_2018_SET,C079_Amorebieta_2018_SET,0,78.8,0.391,0.27,0.205835752,8,3,10.2,1,3.2,12.53818534,19.2,34.4,25.7,14.1,11.19417609,72.56798368,40.1998918
4376,12/11/2018 0:00,Lemoa,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,15,"5,185,818,335","4,784,320,953",CERRADA - ELIMINADO,11/14/2018 0:00,48055,0,25,1,5,0,0,0,0,C079,12,2017,4629,DIC,2017,Amorebieta,C079_Amorebieta_2017_DIC,C079_Amorebieta_2017_DIC,2,91.6,1.991,0.812,0.217283498,23,22,327.2,3.2,47.1,12.53649097,7.5,19.6,12,4.2,11.01167656,75.79830384,40.1634447
4377,12/11/2018 0:00,Lemoa,AVISPA ASIÁTICA,ARBOLADO,20,30,"5,175,083,879","4,784,002,181",CERRADA - ELIMINADO,11/14/2018 0:00,48055,0,25,1,5,0,0,0,0,C079,12,2017,4629,DIC,2017,Amorebieta,C079_Amorebieta_2017_DIC,C079_Amorebieta_2017_DIC,2,91.6,1.991,0.812,0.217283498,23,22,327.2,3.2,47.1,12.53649097,7.5,19.6,12,4.2,11.01167656,75.79830384,40.1634447
4378,10/26/2018 0:00,Lemoa,AVISPA ASIÁTICA,CONSTRUCCIÓN,7,10,,,CERRADA - ELIMINADO,10/26/2018 0:00,48055,0,25,1,5,0,0,0,0,C079,10,2017,3811,OCT,2017,Amorebieta,C079_Amorebieta_2017_OCT,C079_Amorebieta_2017_OCT,0,85.9,0.347,0.251,0.193992935,11,7,18,0.9,4.6,12.57006268,15.6,30,22.3,10.8,11.85887653,74.91604298,40.21777984
4379,10/17/2018 0:00,Lemoa,AVISPA ASIÁTICA,ARBOLADO,2,80,,,CERRADA - ELIMINADO,10/17/2018 0:00,48055,0,25,1,5,0,0,0,0,C079,10,2017,3811,OCT,2017,Amorebieta,C079_Amorebieta_2017_OCT,C079_Amorebieta_2017_OCT,0,85.9,0.347,0.251,0.193992935,11,7,18,0.9,4.6,12.57006268,15.6,30,22.3,10.8,11.85887653,74.91604298,40.21777984
4380,10/10/2018 0:00,Lemoa,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,1,"5,196,461,732","4,784,402,985",CERRADA - ELIMINADO,10/10/2018 0:00,48055,0,25,1,5,0,0,0,0,C079,10,2017,3811,OCT,2017,Amorebieta,C079_Amorebieta_2017_OCT,C079_Amorebieta_2017_OCT,0,85.9,0.347,0.251,0.193992935,11,7,18,0.9,4.6,12.57006268,15.6,30,22.3,10.8,11.85887653,74.91604298,40.21777984
4381,9/26/2018 0:00,Lemoa,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,30,,,PENDIENTE DE GRUPO,,48055,0,25,1,5,0,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
4382,9/26/2018 0:00,Lemoa,AVISPA ASIÁTICA,,10,40,,,PENDIENTE DE GRUPO,,48055,0,25,1,5,0,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
4383,4/10/2018 0:00,Lemoa,AVISPA ASIÁTICA,CONSTRUCCIÓN,3,20,"5,182,688,136","4,784,094,993",CERRADA - ELIMINADO,5/10/2018 0:00,48055,0,25,1,5,0,0,0,0,C079,4,2017,1357,ABR,2017,Amorebieta,C079_Amorebieta_2017_ABR,C079_Amorebieta_2017_ABR,0,71.7,0.867,0.396,0.233913165,8,8,78.3,2.1,15.2,12.53482935,11.9,28.3,18.2,6,10.5718614,74.31770264,40.11217369
4384,4/10/2018 0:00,Lemoa,AVISPA ASIÁTICA,ARBOLADO,7,30,"5,182,688,136","4,784,094,993",CERRADA - ELIMINADO,5/10/2018 0:00,48055,0,25,1,5,0,0,0,0,C079,4,2017,1357,ABR,2017,Amorebieta,C079_Amorebieta_2017_ABR,C079_Amorebieta_2017_ABR,0,71.7,0.867,0.396,0.233913165,8,8,78.3,2.1,15.2,12.53482935,11.9,28.3,18.2,6,10.5718614,74.31770264,40.11217369
4385,3/9/2018 0:00,Lemoa,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,40,"5,187,126,963","4,784,319,909",CERRADA - ELIMINADO,4/9/2018 0:00,48055,0,25,1,5,0,0,0,0,C079,3,2017,948,MAR,2017,Amorebieta,C079_Amorebieta_2017_MAR,C079_Amorebieta_2017_MAR,1,73.2,1.34,0.484,0.23734096,13,10,101.6,1.8,30.2,12.52108475,11.4,26.9,17,6.4,10.29497351,74.44756069,40.13255684
4386,6/19/2019 0:00,Lemoa,ABEJA,ARBOLADO,1,7,"5,181,463,744","4,784,164,886",CERRADA - ELIMINADO,6/20/2019 0:00,48055,0,25,1,5,0,0,0,0,C079,6,2018,2279,JUN,2018,Amorebieta,C079_Amorebieta_2018_JUN,C079_Amorebieta_2018_JUN,0,81,2.077,0.438,0.208244135,20,13,58.9,2.3,7.5,12.52039888,18,30.8,22.7,13.7,11.04801872,74.74371139,40.18354041
4387,6/19/2019 0:00,Lemoa,AVISPA COMÚN,CONSTRUCCIÓN,1,1,"5,180,133,116","4,784,256,465",CERRADA - ELIMINADO,6/19/2019 0:00,48055,0,25,1,5,0,0,0,0,C079,6,2018,2279,JUN,2018,Amorebieta,C079_Amorebieta_2018_JUN,C079_Amorebieta_2018_JUN,0,81,2.077,0.438,0.208244135,20,13,58.9,2.3,7.5,12.52039888,18,30.8,22.7,13.7,11.04801872,74.74371139,40.18354041
4388,8/28/2018 0:00,Lemoa,AVISPA ASIÁTICA,ARBOLADO,2,20,,,CERRADA - ELIMINADO,8/29/2018 0:00,48055,0,25,1,5,0,0,0,0,C079,8,2017,2993,AGO,2017,Amorebieta,C079_Amorebieta_2017_AGO,C079_Amorebieta_2017_AGO,0,81.1,0.44,0.265,0.199910131,13,10,55.2,3.9,13.4,12.527689,19.7,36.8,25.4,15.2,11.4422276,75.04279021,40.27864096
4389,7/17/2019 0:00,Lemoa,ABEJA,CONSTRUCCIÓN,1,0,"5,183,818,403","4,783,514,138",CERRADA - ELIMINADO,7/17/2019 0:00,48055,0,25,1,5,0,0,0,0,C079,7,2018,2688,JUL,2018,Amorebieta,C079_Amorebieta_2018_JUL,C079_Amorebieta_2018_JUL,0,80.9,1.282,0.363,0.191599588,16,11,88.6,11.2,35.9,12.55269581,21,29.6,25.6,17,11.46653263,74.07628703,40.26260635
4390,7/24/2019 0:00,Lemoa,ABEJA,CONSTRUCCIÓN,9,2,"5,183,818,403","4,783,514,138",CERRADA - ELIMINADO,7/24/2019 0:00,48055,0,25,1,5,0,0,0,0,C079,7,2018,2688,JUL,2018,Amorebieta,C079_Amorebieta_2018_JUL,C079_Amorebieta_2018_JUL,0,80.9,1.282,0.363,0.191599588,16,11,88.6,11.2,35.9,12.55269581,21,29.6,25.6,17,11.46653263,74.07628703,40.26260635
4392,9/7/2018 0:00,Lemoa,AVISPA ASIÁTICA,ARBOLADO,4,30,"5,183,161,331","4784323,98",CERRADA - ELIMINADO,9/7/2018 0:00,48055,0,25,1,5,0,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
4393,9/7/2018 0:00,Lemoa,AVISPA ASIÁTICA,ARBOLADO,30,40,"5,182,890,546","4784346,54",PENDIENTE DE GRUPO,,48055,0,25,1,5,0,0,0,0,C079,9,2017,3402,SET,2017,Amorebieta,C079_Amorebieta_2017_SET,C079_Amorebieta_2017_SET,0,85.3,0.724,0.334,0.196990724,19,13,115.1,3.3,29.4,12.55258898,16.6,32.3,22,12.1,11.65164552,76.22531558,40.21253525
4394,2/7/2018 0:00,Lemoa,AVISPA ASIÁTICA,CONSTRUCCIÓN,25,50,"5,182,688,136","4,784,094,993",CERRADA - ELIMINADO,2/7/2018 0:00,48055,0,25,1,5,0,0,0,0,C079,2,2017,539,FEB,2017,Amorebieta,C079_Amorebieta_2017_FEB,C079_Amorebieta_2017_FEB,0,74.1,1.275,0.496,0.25627659,12,10,112,2.9,28.6,12.53888016,10,20.2,15.6,5.1,10.29142197,75.58447085,40.11541931
4395,2/15/2019 15:58,Lemoa,,,,,"517289,42","4784307,9",CERRADA - ELIMINADO,,48055,0,25,1,5,0,0,0,0,C079,2,2018,643,FEB,2018,Amorebieta,C079_Amorebieta_2018_FEB,C079_Amorebieta_2018_FEB,7,99,2.049,0.963,0.227761297,20,20,292.3,1.9,36.6,12.58418687,5.5,21.1,9.3,2.3,11.43055274,79.5818225,40.1424809
4396,1/4/2019 0:00,Lemoiz,AVISPA ASIÁTICA,CONSTRUCCIÓN,2,10,"5,077,401,131","4,806,051,894",CERRADA - ELIMINADO,1/4/2019 0:00,48056,0,12,7,6,0,0,0,0,C042,1,2018,264,ENE,2018,Punta Galea,C042_Punta Galea_2018_ENE,C042_Punta Galea_2018_ENE,0,76.3,0.955095226,0.294268285,0.197087403,23,16,190.1,1.9,41.3,12.3055412,11,19.6,13.7,8.3,21.4,108.4,60.1
4397,9/13/2019 0:00,Lemoiz,AVISPA ASIÁTICA,ARBOLADO,12,1,"5,075,621,295","4,806,244,416",CERRADA - ELIMINADO,9/18/2019 0:00,48056,0,12,7,6,0,0,0,0,C042,9,2018,3536,SET,2018,Punta Galea,C042_Punta Galea_2018_SET,C042_Punta Galea_2018_SET,0,84.5,0.735560195,0.335200279,0.193600872,5,3,20.1,7.6,12.9,12.57796332,19.8,34.3,23.1,16.8,12.1,99.4,35.5
4398,10/21/2019 0:00,Lemoiz,AVISPA ASIÁTICA,,7,10,"5,078,838,345","4,806,763,279",CERRADA - ELIMINADO,10/22/2019 0:00,48056,0,12,7,6,0,0,0,0,C042,10,2018,3945,OCT,2018,Punta Galea,C042_Punta Galea_2018_OCT,C042_Punta Galea_2018_OCT,0,84.7,0.879383302,0.315684606,0.190335033,12,10,143,3.3,24.2,12.46384976,15.4,29.2,18.8,12.6,18.3,108,49.1
4399,5/11/2019 0:00,Lemoiz,AVISPA ASIÁTICA,ARBOLADO,7,50,"5,078,838,345","4,806,763,279",CERRADA - ELIMINADO,6/11/2019 0:00,48056,0,12,7,6,0,0,0,0,C042,5,2018,1900,MAY,2018,Punta Galea,C042_Punta Galea_2018_MAY,C042_Punta Galea_2018_MAY,0,82.8,0.910817542,0.342443892,0.193129253,15,8,87.2,7.8,29.4,12.53995948,14.5,23,17.1,12.1,14.1,82.8,38.4
4400,12/28/2018 0:00,Lemoiz,AVISPA ASIÁTICA,ARBOLADO,15,50,"5,080,839,284","4,805,912,319",PENDIENTE DE GRUPO,,48056,0,12,7,6,0,0,0,0,C042,12,2017,4659,DIC,2017,Punta Galea,C042_Punta Galea_2017_DIC,C042_Punta Galea_2017_DIC,0,75.4,1.056239135,0.261852191,0.179642519,23,21,220.9,3,33.4,3.6,10.2,19.9,13.3,7.3,23.4,145.1,66.8
4401,12/28/2018 0:00,Lemoiz,AVISPA ASIÁTICA,ARBOLADO,15,50,"5,078,838,345","4,806,763,279",PENDIENTE DE GRUPO,,48056,0,12,7,6,0,0,0,0,C042,12,2017,4659,DIC,2017,Punta Galea,C042_Punta Galea_2017_DIC,C042_Punta Galea_2017_DIC,0,75.4,1.056239135,0.261852191,0.179642519,23,21,220.9,3,33.4,3.6,10.2,19.9,13.3,7.3,23.4,145.1,66.8
4402,11/12/2018 0:00,Lemoiz,AVISPA ASIÁTICA,ARBOLADO,10,50,"5,078,838,345","4,806,763,279",CERRADA - ELIMINADO,12/18/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,11,2017,4250,NOV,2017,Punta Galea,C042_Punta Galea_2017_NOV,C042_Punta Galea_2017_NOV,0,71.2,1.029373967,0.315901544,0.166973151,17,15,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22,99,59
4403,11/22/2018 0:00,Lemoiz,AVISPA ASIÁTICA,ARBOLADO,2,10,"5,078,838,345","4,806,763,279",CERRADA - ELIMINADO,11/28/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,11,2017,4250,NOV,2017,Punta Galea,C042_Punta Galea_2017_NOV,C042_Punta Galea_2017_NOV,0,71.2,1.029373967,0.315901544,0.166973151,17,15,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22,99,59
4404,11/19/2018 0:00,Lemoiz,AVISPA ASIÁTICA,ARBOLADO,2,10,"5,078,838,345","4,806,763,279",CERRADA - ELIMINADO,11/19/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,11,2017,4250,NOV,2017,Punta Galea,C042_Punta Galea_2017_NOV,C042_Punta Galea_2017_NOV,0,71.2,1.029373967,0.315901544,0.166973151,17,15,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22,99,59
4558,11/14/2018 0:00,Loiu,AVISPA ASIÁTICA,ARBOLADO,6,15,"5,059,556,317","4795733,55",CERRADA - ELIMINADO,11/14/2018 0:00,48903,0,15,0,15,0,0,0,0,C042,11,2017,4250,NOV,2017,Punta Galea,C042_Punta Galea_2017_NOV,C042_Punta Galea_2017_NOV,0,71.2,1.029373967,0.315901544,0.166973151,17,15,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22,99,59
4405,11/19/2018 0:00,Lemoiz,AVISPA ASIÁTICA,ARBOLADO,2,6,"5,078,838,345","4,806,763,279",CERRADA - ELIMINADO,11/19/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,11,2017,4250,NOV,2017,Punta Galea,C042_Punta Galea_2017_NOV,C042_Punta Galea_2017_NOV,0,71.2,1.029373967,0.315901544,0.166973151,17,15,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22,99,59
4406,10/18/2018 0:00,Lemoiz,AVISPA ASIÁTICA,ARBOLADO,10,20,"5,078,838,345","4,806,763,279",CERRADA - ELIMINADO,10/22/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,10,2017,3841,OCT,2017,Punta Galea,C042_Punta Galea_2017_OCT,C042_Punta Galea_2017_OCT,0,78.3,0.813775045,0.306401953,0.187142066,11,7,22.8,0.6,6,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9
4407,10/18/2018 0:00,Lemoiz,AVISPA ASIÁTICA,ARBOLADO,3,25,"5,078,838,345","4,806,763,279",CERRADA - ELIMINADO,10/22/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,10,2017,3841,OCT,2017,Punta Galea,C042_Punta Galea_2017_OCT,C042_Punta Galea_2017_OCT,0,78.3,0.813775045,0.306401953,0.187142066,11,7,22.8,0.6,6,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9
4408,1/10/2018 0:00,Lemoiz,AVISPA ASIÁTICA,CONSTRUCCIÓN,2,15,,,CERRADA - ELIMINADO,2/10/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,1,2017,160,ENE,2017,Punta Galea,C042_Punta Galea_2017_ENE,C042_Punta Galea_2017_ENE,2,71.3,1.087003209,0.338207926,0.182314765,9,8,94.4,1.9,34,5.3,8.5,19.4,11.6,5.4,24.1,105.8,55.3
4409,1/10/2018 0:00,Lemoiz,AVISPA ASIÁTICA,ARBOLADO,3,25,,,CERRADA - ELIMINADO,3/10/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,1,2017,160,ENE,2017,Punta Galea,C042_Punta Galea_2017_ENE,C042_Punta Galea_2017_ENE,2,71.3,1.087003209,0.338207926,0.182314765,9,8,94.4,1.9,34,5.3,8.5,19.4,11.6,5.4,24.1,105.8,55.3
4410,1/10/2018 0:00,Lemoiz,AVISPA ASIÁTICA,ARBOLADO,12,25,,,CERRADA - ELIMINADO,3/10/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,1,2017,160,ENE,2017,Punta Galea,C042_Punta Galea_2017_ENE,C042_Punta Galea_2017_ENE,2,71.3,1.087003209,0.338207926,0.182314765,9,8,94.4,1.9,34,5.3,8.5,19.4,11.6,5.4,24.1,105.8,55.3
4411,9/19/2018 0:00,Lemoiz,AVISPA ASIÁTICA,ARBOLADO,0,30,,,CERRADA - ELIMINADO,9/20/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,9,2017,3432,SET,2017,Punta Galea,C042_Punta Galea_2017_SET,C042_Punta Galea_2017_SET,0,79.4,0.876007646,0.371895746,0.198964931,19,14,115.6,3.6,24,14,17.9,29.8,21.1,14.9,15.4,84.2,43.4
4412,8/29/2018 0:00,Lemoiz,AVISPA ASIÁTICA,CONSTRUCCIÓN,9,255,"5,079,049,178","4,806,866,856",CERRADA - ELIMINADO,8/30/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,8,2017,3023,AGO,2017,Punta Galea,C042_Punta Galea_2017_AGO,C042_Punta Galea_2017_AGO,0,78.9,0.90711687,0.35725268,0.17946579,13,11,64.6,4.4,14.5,18,20.2,35.7,23.7,17.2,14.5,72.7,39.8
4413,10/23/2018 0:00,Lemoiz,AVISPA ASIÁTICA,CONSTRUCCIÓN,7,25,"5,094,129,329","4,808,587,791",CERRADA - NO ELIMINABLE,10/25/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,10,2017,3841,OCT,2017,Punta Galea,C042_Punta Galea_2017_OCT,C042_Punta Galea_2017_OCT,0,78.3,0.813775045,0.306401953,0.187142066,11,7,22.8,0.6,6,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9
4414,8/27/2018 0:00,Lemoiz,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,40,"5,073,558,369","4,805,081,182",CERRADA - ELIMINADO,8/28/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,8,2017,3023,AGO,2017,Punta Galea,C042_Punta Galea_2017_AGO,C042_Punta Galea_2017_AGO,0,78.9,0.90711687,0.35725268,0.17946579,13,11,64.6,4.4,14.5,18,20.2,35.7,23.7,17.2,14.5,72.7,39.8
4415,10/18/2018 0:00,Lemoiz,AVISPA ASIÁTICA,ARBOLADO,3,15,"5,078,838,345","4,806,763,279",CERRADA - ELIMINADO,10/22/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,10,2017,3841,OCT,2017,Punta Galea,C042_Punta Galea_2017_OCT,C042_Punta Galea_2017_OCT,0,78.3,0.813775045,0.306401953,0.187142066,11,7,22.8,0.6,6,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9
4416,4/10/2018 0:00,Lemoiz,AVISPA ASIÁTICA,CONSTRUCCIÓN,6,25,"5,078,838,345","4,806,763,279",CERRADA - ELIMINADO,4/10/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,4,2017,1387,ABR,2017,Punta Galea,C042_Punta Galea_2017_ABR,C042_Punta Galea_2017_ABR,0,77.2,0.870697807,0.305709693,0.182315703,7,7,41.7,1.7,13.4,18.4,13.5,24.9,16.5,10,16.3,95.8,44.3
4417,6/8/2018 0:00,Lemoiz,AVISPA ASIÁTICA,CONSTRUCCIÓN,25,35,"5,080,839,284","4,805,912,319",CERRADA - ELIMINADO,7/8/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,6,2017,2205,JUN,2017,Punta Galea,C042_Punta Galea_2017_JUN,C042_Punta Galea_2017_JUN,0,86.4,0.859047445,0.343280502,0.17530801,15,13,63.9,3.1,13.9,17.5,19.8,32,22.7,17.3,15.1,97.9,47.3
4418,7/27/2018 0:00,Lemoiz,AVISPA ASIÁTICA,ARBOLADO,25,50,"5,080,839,284","4,805,912,319",CERRADA - ELIMINADO,2/8/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,7,2017,2614,JUL,2017,Punta Galea,C042_Punta Galea_2017_JUL,C042_Punta Galea_2017_JUL,0,82.2,0.850598517,0.344749328,0.172439114,12,7,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6
4419,7/27/2018 0:00,Lemoiz,AVISPA ASIÁTICA,CONSTRUCCIÓN,5,20,"5,078,838,345","4,806,763,279",CERRADA - ELIMINADO,7/27/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,7,2017,2614,JUL,2017,Punta Galea,C042_Punta Galea_2017_JUL,C042_Punta Galea_2017_JUL,0,82.2,0.850598517,0.344749328,0.172439114,12,7,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6
4420,7/27/2018 0:00,Lemoiz,AVISPA ASIÁTICA,CONSTRUCCIÓN,1,40,"5,078,838,345","4,806,763,279",CERRADA - NO ELIMINABLE,2/8/2018 0:00,48056,0,12,7,6,0,0,0,0,C042,7,2017,2614,JUL,2017,Punta Galea,C042_Punta Galea_2017_JUL,C042_Punta Galea_2017_JUL,0,82.2,0.850598517,0.344749328,0.172439114,12,7,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6
4421,10/18/2019 14:39,Lemoiz,,,,,507462,4804976,CERRADA - ELIMINADO,,48056,0,12,7,6,0,0,0,0,C042,10,2018,3945,OCT,2018,Punta Galea,C042_Punta Galea_2018_OCT,C042_Punta Galea_2018_OCT,0,84.7,0.879383302,0.315684606,0.190335033,12,10,143,3.3,24.2,12.46384976,15.4,29.2,18.8,12.6,18.3,108,49.1
4422,3/25/2019 0:00,Lezama,AVISPA ASIÁTICA,CONSTRUCCIÓN,6,10,"5,137,136,083","4,790,421,345",CERRADA - ELIMINADO,3/26/2019 0:00,48081,0,34,0,132,0,1,0,0,C079,3,2018,1052,MAR,2018,Amorebieta,C079_Amorebieta_2018_MAR,C079_Amorebieta_2018_MAR,0,94.1,1.212,0.64,0.222283172,23,19,157.7,1.9,21.5,12.53919888,10.2,19.8,14.5,6,11.87271778,76.39564563,40.28193506
4423,4/4/2019 0:00,Lezama,AVISPA ASIÁTICA,CONSTRUCCIÓN,2,10,"5,134,123,756","4,790,594,499",CERRADA - ELIMINADO,5/4/2019 0:00,48081,0,34,0,132,0,1,0,0,C079,4,2018,1461,ABR,2018,Amorebieta,C079_Amorebieta_2018_ABR,C079_Amorebieta_2018_ABR,0,71.2,3.087,0.643,0.222463609,18,14,187.1,3.5,75.8,12.4849162,13.6,29.2,18.7,9,10.34663067,73.37323469,40.10433805
4424,6/17/2019 0:00,Lezama,AVISPA ASIÁTICA,CONSTRUCCIÓN,2,10,"5,129,378,192","4,792,136,572",CERRADA - ELIMINADO,6/19/2019 0:00,48081,0,34,0,132,0,1,0,0,C079,6,2018,2279,JUN,2018,Amorebieta,C079_Amorebieta_2018_JUN,C079_Amorebieta_2018_JUN,0,81,2.077,0.438,0.208244135,20,13,58.9,2.3,7.5,12.52039888,18,30.8,22.7,13.7,11.04801872,74.74371139,40.18354041
4425,6/21/2019 0:00,Lezama,AVISPA ASIÁTICA,CONSTRUCCIÓN,3,15,"5,129,946,309","4791578,01",CERRADA - ELIMINADO,6/24/2019 0:00,48081,0,34,0,132,0,1,0,0,C079,6,2018,2279,JUN,2018,Amorebieta,C079_Amorebieta_2018_JUN,C079_Amorebieta_2018_JUN,0,81,2.077,0.438,0.208244135,20,13,58.9,2.3,7.5,12.52039888,18,30.8,22.7,13.7,11.04801872,74.74371139,40.18354041
4426,6/27/2019 0:00,Lezama,AVISPA ASIÁTICA,ARBOLADO,2,15,"5,122,695,651","4,790,337,991",CERRADA - ELIMINADO,6/27/2019 0:00,48081,0,34,0,132,0,1,0,0,C079,6,2018,2279,JUN,2018,Amorebieta,C079_Amorebieta_2018_JUN,C079_Amorebieta_2018_JUN,0,81,2.077,0.438,0.208244135,20,13,58.9,2.3,7.5,12.52039888,18,30.8,22.7,13.7,11.04801872,74.74371139,40.18354041
4427,2/7/2019 0:00,Lezama,AVISPA ASIÁTICA,ARBOLADO,12,20,"5,136,935,723","4,792,504,783",CERRADA - NO ELIMINABLE,3/7/2019 0:00,48081,0,34,0,132,0,1,0,0,C079,2,2018,643,FEB,2018,Amorebieta,C079_Amorebieta_2018_FEB,C079_Amorebieta_2018_FEB,7,99,2.049,0.963,0.227761297,20,20,292.3,1.9,36.6,12.58418687,5.5,21.1,9.3,2.3,11.43055274,79.5818225,40.1424809
4428,2/7/2019 0:00,Lezama,AVISPA ASIÁTICA,ARBOLADO,12,20,"5,137,036,837","4,792,519,678",CERRADA - ELIMINADO,3/7/2019 0:00,48081,0,34,0,132,0,1,0,0,C079,2,2018,643,FEB,2018,Amorebieta,C079_Amorebieta_2018_FEB,C079_Amorebieta_2018_FEB,7,99,2.049,0.963,0.227761297,20,20,292.3,1.9,36.6,12.58418687,5.5,21.1,9.3,2.3,11.43055274,79.5818225,40.1424809
4429,10/7/2019 0:00,Lezama,AVISPA ASIÁTICA,CONSTRUCCIÓN,2,15,"5,134,312,775","4,790,475,444",CERRADA - ELIMINADO,10/7/2019 0:00,48081,0,34,0,132,0,1,0,0,C079,10,2018,3915,OCT,2018,Amorebieta,C079_Amorebieta_2018_OCT,C079_Amorebieta_2018_OCT,0,81,1.159,0.35,0.201180763,13,10,195,7.3,50.9,12.55614475,13.9,29.2,19.4,9.7,11.47116978,73.87645461,40.14220893
