waspbust_id,year_x,nest_foundDate,municip_name,species,nest_locType,nest_hight,nest_diameter,nest_longitude,nest_latitude,nest_status,nest_judgementDate,municip_code,colonies_amount,food_fruit,food_apple,food_txakoli,food_kiwi,food_pear,food_blueberry,food_raspberry,station_code,month,year_offset,index,MMM,year_y,station_name,code_merge,merge_cod,weath_days_frost,weath_humidity,weath_maxLevel,weath_midLevel,weath_minLevel,weath_days_rain,weath_days_rain1mm,weath_accuRainfall,weath_10minRainfall,weath_1dayRainfall,weath_solar,weath_meanTemp,weath_maxTemp,weath_maxMeanTemp,weath_minTemp,weath_meanWindM,weath_maxWindM,weath_meanDayMaxWind
3627,2018,2018-09-14 00:00:00,Gorliz,Vespa Velutina,Urban Environment,7.0,30.0,"505005,3355","4807542,536",Cannot Terminate,2018-09-14 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,9,2017,3432.0,SET,2017.0,Punta Galea,C042_Punta Galea_2017_SET,C042_Punta Galea_2017_SET,0.0,79.4,0.8760076459999999,0.371895746,0.198964931,19.0,14.0,115.6,3.6,24.0,14.0,17.9,29.8,21.1,14.9,15.4,84.2,43.4
3628,2018,2018-08-20 00:00:00,Gorliz,Vespa Velutina,Urban Environment,2.0,1.0,"504629,2405","4806166,247",Nest Terminated,2018-08-21 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,8,2017,3023.0,AGO,2017.0,Punta Galea,C042_Punta Galea_2017_AGO,C042_Punta Galea_2017_AGO,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8
3629,2018,2018-09-13 00:00:00,Gorliz,Vespa Velutina,Urban Environment,4.0,20.0,"505049,0671","4805485,997",Nest Terminated,2018-09-13 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,9,2017,3432.0,SET,2017.0,Punta Galea,C042_Punta Galea_2017_SET,C042_Punta Galea_2017_SET,0.0,79.4,0.8760076459999999,0.371895746,0.198964931,19.0,14.0,115.6,3.6,24.0,14.0,17.9,29.8,21.1,14.9,15.4,84.2,43.4
3630,2018,2018-11-09 00:00:00,Gorliz,Vespa Velutina,Urban Environment,12.0,15.0,"505629,9851","4806355,698",Nest Terminated,2018-09-13 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,11,2017,4250.0,NOV,2017.0,Punta Galea,C042_Punta Galea_2017_NOV,C042_Punta Galea_2017_NOV,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0
3631,2018,2018-11-09 00:00:00,Gorliz,Vespa Velutina,Urban Environment,20.0,80.0,,,Nest Terminated,2018-09-13 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,11,2017,4250.0,NOV,2017.0,Punta Galea,C042_Punta Galea_2017_NOV,C042_Punta Galea_2017_NOV,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0
3632,2018,2018-08-31 00:00:00,Gorliz,Vespa Velutina,Natural Environment,8.0,30.0,"504996,6004","4805705,056",Nest Terminated,2018-03-09 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,8,2017,3023.0,AGO,2017.0,Punta Galea,C042_Punta Galea_2017_AGO,C042_Punta Galea_2017_AGO,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8
3633,2018,2018-08-29 00:00:00,Gorliz,Vespa Velutina,Natural Environment,0.0,50.0,"505490,3544","4806793,192",Nest Terminated,2018-08-30 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,8,2017,3023.0,AGO,2017.0,Punta Galea,C042_Punta Galea_2017_AGO,C042_Punta Galea_2017_AGO,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8
3634,2018,2018-08-29 00:00:00,Gorliz,Vespa Velutina,Urban Environment,10.0,2.0,"504944,5782","4805199,941",Nest Terminated,2018-08-30 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,8,2017,3023.0,AGO,2017.0,Punta Galea,C042_Punta Galea_2017_AGO,C042_Punta Galea_2017_AGO,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8
3635,2018,2018-10-08 00:00:00,Gorliz,Vespa Velutina,Urban Environment,12.0,40.0,"505165,9915","4807689,024",Nest Terminated,2018-08-14 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,10,2017,3841.0,OCT,2017.0,Punta Galea,C042_Punta Galea_2017_OCT,C042_Punta Galea_2017_OCT,0.0,78.3,0.813775045,0.306401953,0.18714206600000002,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9
3636,2018,2018-08-08 00:00:00,Gorliz,Vespa Velutina,Urban Environment,12.0,20.0,"505100,4465","4806185,612",Nest Terminated,2018-10-08 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,8,2017,3023.0,AGO,2017.0,Punta Galea,C042_Punta Galea_2017_AGO,C042_Punta Galea_2017_AGO,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8
3637,2018,2018-06-08 00:00:00,Gorliz,Vespa Velutina,Natural Environment,1.0,20.0,"505814,5352","4807007,332",Nest Terminated,2018-10-08 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,6,2017,2205.0,JUN,2017.0,Punta Galea,C042_Punta Galea_2017_JUN,C042_Punta Galea_2017_JUN,0.0,86.4,0.859047445,0.34328050200000004,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3
3638,2018,2018-06-08 00:00:00,Gorliz,Vespa Velutina,Urban Environment,8.0,20.0,"505147,9761","4806366,608",Nest Terminated,2018-07-08 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,6,2017,2205.0,JUN,2017.0,Punta Galea,C042_Punta Galea_2017_JUN,C042_Punta Galea_2017_JUN,0.0,86.4,0.859047445,0.34328050200000004,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3
3639,2018,2018-02-08 00:00:00,Gorliz,Vespa Velutina,Urban Environment,0.0,10.0,"505588,6082","4807580,055",Nest Terminated,2018-03-08 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,2,2017,569.0,FEB,2017.0,Punta Galea,C042_Punta Galea_2017_FEB,C042_Punta Galea_2017_FEB,0.0,70.9,0.9796176109999999,0.320442908,0.18227514,14.0,9.0,69.5,2.5,17.1,8.4,12.4,20.1,15.8,9.2,21.1,131.0,63.8
3640,2018,2018-02-08 00:00:00,Gorliz,Vespa Velutina,Urban Environment,8.0,30.0,"505171,5776","4805881,629",Cannot Terminate,2018-03-08 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,2,2017,569.0,FEB,2017.0,Punta Galea,C042_Punta Galea_2017_FEB,C042_Punta Galea_2017_FEB,0.0,70.9,0.9796176109999999,0.320442908,0.18227514,14.0,9.0,69.5,2.5,17.1,8.4,12.4,20.1,15.8,9.2,21.1,131.0,63.8
3641,2018,2018-07-30 00:00:00,Gorliz,Vespa Velutina,Urban Environment,10.0,60.0,"504504,4899","4805750,689",Nest Terminated,2018-02-08 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,7,2017,2614.0,JUL,2017.0,Punta Galea,C042_Punta Galea_2017_JUL,C042_Punta Galea_2017_JUL,0.0,82.2,0.850598517,0.34474932799999997,0.17243911399999998,12.0,7.0,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6
3642,2018,2018-07-24 00:00:00,Gorliz,Vespa Velutina,Urban Environment,10.0,10.0,"504611,892","4806148,944",Nest Terminated,2018-07-26 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,7,2017,2614.0,JUL,2017.0,Punta Galea,C042_Punta Galea_2017_JUL,C042_Punta Galea_2017_JUL,0.0,82.2,0.850598517,0.34474932799999997,0.17243911399999998,12.0,7.0,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6
3643,2018,2018-07-17 00:00:00,Gorliz,Vespa Velutina,Urban Environment,1.0,40.0,,,Nest Terminated,2018-07-20 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,7,2017,2614.0,JUL,2017.0,Punta Galea,C042_Punta Galea_2017_JUL,C042_Punta Galea_2017_JUL,0.0,82.2,0.850598517,0.34474932799999997,0.17243911399999998,12.0,7.0,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6
3644,2018,2018-06-07 00:00:00,Gorliz,Vespa Velutina,Urban Environment,12.0,80.0,"504980,5229","4805164,437",Nest Terminated,2018-10-07 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,6,2017,2205.0,JUN,2017.0,Punta Galea,C042_Punta Galea_2017_JUN,C042_Punta Galea_2017_JUN,0.0,86.4,0.859047445,0.34328050200000004,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3
3645,2018,2018-06-25 00:00:00,Gorliz,Vespa Velutina,Urban Environment,12.0,50.0,"505062,5356","4807340,961",Nest Terminated,2018-06-27 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,6,2017,2205.0,JUN,2017.0,Punta Galea,C042_Punta Galea_2017_JUN,C042_Punta Galea_2017_JUN,0.0,86.4,0.859047445,0.34328050200000004,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3
3646,2018,2018-06-25 00:00:00,Gorliz,Vespa Velutina,Natural Environment,8.0,50.0,"504838,5525","4806051,636",Nest Terminated,2018-06-27 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,6,2017,2205.0,JUN,2017.0,Punta Galea,C042_Punta Galea_2017_JUN,C042_Punta Galea_2017_JUN,0.0,86.4,0.859047445,0.34328050200000004,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3
3647,2018,2018-06-19 00:00:00,Gorliz,Vespa Velutina,Urban Environment,30.0,25.0,"505588,5967","4806674,883",Nest Terminated,2018-06-19 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,6,2017,2205.0,JUN,2017.0,Punta Galea,C042_Punta Galea_2017_JUN,C042_Punta Galea_2017_JUN,0.0,86.4,0.859047445,0.34328050200000004,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3
3649,2018,2018-06-15 00:00:00,Gorliz,Vespa Velutina,Urban Environment,10.0,40.0,"504767,8022","4805323,979",Nest Terminated,2018-06-18 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,6,2017,2205.0,JUN,2017.0,Punta Galea,C042_Punta Galea_2017_JUN,C042_Punta Galea_2017_JUN,0.0,86.4,0.859047445,0.34328050200000004,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3
3650,2018,2018-11-05 00:00:00,Gorliz,Vespa Velutina,Urban Environment,30.0,30.0,"505393,2109","4806462,678",Nest Terminated,2018-11-05 00:00:00,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,11,2017,4250.0,NOV,2017.0,Punta Galea,C042_Punta Galea_2017_NOV,C042_Punta Galea_2017_NOV,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0
3651,2018,2018-06-15 17:54:47,Gorliz,,,,,"505088,73","4806876,75",Nest Terminated,,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,6,2017,2205.0,JUN,2017.0,Punta Galea,C042_Punta Galea_2017_JUN,C042_Punta Galea_2017_JUN,0.0,86.4,0.859047445,0.34328050200000004,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3
3652,2018,2018-10-01 19:06:14,Gorliz,,,,,"505291,86","4805838,93",Nest Terminated,,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,10,2017,3841.0,OCT,2017.0,Punta Galea,C042_Punta Galea_2017_OCT,C042_Punta Galea_2017_OCT,0.0,78.3,0.813775045,0.306401953,0.18714206600000002,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9
3653,2019,2019-07-24 14:36:38,Gorliz,,,,,"505457,28","4806667,53",Nest Terminated,,48043.0,650.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,C042,7,2018,2718.0,JUL,2018.0,Punta Galea,C042_Punta Galea_2018_JUL,C042_Punta Galea_2018_JUL,0.0,86.9,0.743987035,0.338437392,0.179217365,14.0,8.0,44.1,2.5,14.2,12.49399633,21.2,26.5,23.3,18.9,12.9,76.0,37.0
3654,2019,2019-04-24 00:00:00,Güeñes,Vespa Velutina,Urban Environment,2.0,10.0,"498312,1052","4784999,068",Nest Terminated,2019-04-25 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,4,2018,1493.0,ABR,2018.0,Sodupe,C0C3_Sodupe_2018_ABR,C0C3_Sodupe_2018_ABR,0.0,75.0,0.93218904,0.347564941,0.18615412899999997,17.0,12.0,144.5,4.7,42.0,12.52444552,13.8,30.6,19.6,9.0,6.7,67.0,34.2
3655,2019,2019-07-06 00:00:00,Güeñes,Vespa Velutina,Urban Environment,5.0,100.0,"498747,1829","4786792,463",Cannot Terminate,2019-06-18 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,7,2018,2720.0,JUL,2018.0,Sodupe,C0C3_Sodupe_2018_JUL,C0C3_Sodupe_2018_JUL,0.0,81.6,0.771076077,0.344237897,0.187373861,12.0,8.0,27.7,2.0,11.2,12.53570625,21.2,31.5,26.9,16.8,6.3,49.0,31.8
3656,2019,2019-08-06 00:00:00,Güeñes,Vespa Velutina,Urban Environment,2.0,15.0,"496117,3242","4782641,313",Nest Terminated,2019-11-06 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,8,2018,3129.0,AGO,2018.0,Sodupe,C0C3_Sodupe_2018_AGO,C0C3_Sodupe_2018_AGO,0.0,80.0,0.767055631,0.337597806,0.187128877,11.0,5.0,24.7,1.8,7.9,12.54321999,20.6,38.9,27.2,15.4,6.2,46.4,31.9
3657,2019,2019-06-27 00:00:00,Güeñes,Vespa Velutina,Urban Environment,2.0,1.0,"498764,3679","4786775,084",Cannot Terminate,2019-02-07 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,6,2018,2311.0,JUN,2018.0,Sodupe,C0C3_Sodupe_2018_JUN,C0C3_Sodupe_2018_JUN,0.0,83.4,0.851710579,0.326553322,0.195389111,15.0,12.0,42.2,2.9,8.8,12.58731602,18.3,30.1,23.5,13.9,6.6,45.0,31.2
3658,2019,2019-01-07 00:00:00,Güeñes,Vespa Velutina,Urban Environment,5.0,2.0,"496324,8695","4782733,941",Nest Terminated,2019-04-07 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,1,2018,266.0,ENE,2018.0,Sodupe,C0C3_Sodupe_2018_ENE,C0C3_Sodupe_2018_ENE,0.0,88.8,1.039634916,0.361772205,0.186845795,24.0,20.0,255.0,2.0,40.4,12.65166145,8.4,20.1,13.1,4.8,4.6,61.9,27.8
3659,2019,2019-06-08 00:00:00,Güeñes,Vespa Velutina,Natural Environment,1.0,1.0,"497682,7268","4785147,017",Nest Terminated,2019-07-08 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,6,2018,2311.0,JUN,2018.0,Sodupe,C0C3_Sodupe_2018_JUN,C0C3_Sodupe_2018_JUN,0.0,83.4,0.851710579,0.326553322,0.195389111,15.0,12.0,42.2,2.9,8.8,12.58731602,18.3,30.1,23.5,13.9,6.6,45.0,31.2
3660,2019,2019-10-08 00:00:00,Güeñes,Vespa Velutina,Urban Environment,3.0,1.0,"496004,3891","4783537,098",Nest Terminated,2019-08-13 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,10,2018,3947.0,OCT,2018.0,Sodupe,C0C3_Sodupe_2018_OCT,C0C3_Sodupe_2018_OCT,0.0,83.5,0.8672579990000001,0.332120419,0.197198724,13.0,10.0,196.1,4.4,35.6,12.63052146,14.1,31.0,20.7,9.7,5.4,51.1,31.4
3661,2019,2019-08-14 00:00:00,Güeñes,Vespa Velutina,Urban Environment,1.0,4.0,"498341,2896","4785743,284",Cannot Terminate,2019-08-19 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,8,2018,3129.0,AGO,2018.0,Sodupe,C0C3_Sodupe_2018_AGO,C0C3_Sodupe_2018_AGO,0.0,80.0,0.767055631,0.337597806,0.187128877,11.0,5.0,24.7,1.8,7.9,12.54321999,20.6,38.9,27.2,15.4,6.2,46.4,31.9
3662,2019,2019-08-29 00:00:00,Güeñes,Vespa Velutina,Urban Environment,8.0,1.0,"492061,6238","4784547,435",Nest Terminated,2019-08-30 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,8,2018,3129.0,AGO,2018.0,Sodupe,C0C3_Sodupe_2018_AGO,C0C3_Sodupe_2018_AGO,0.0,80.0,0.767055631,0.337597806,0.187128877,11.0,5.0,24.7,1.8,7.9,12.54321999,20.6,38.9,27.2,15.4,6.2,46.4,31.9
3663,2019,2019-08-29 00:00:00,Güeñes,Vespa Velutina,,8.0,1.0,"495813,4047","4783286,038",Nest Terminated,2019-08-30 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,8,2018,3129.0,AGO,2018.0,Sodupe,C0C3_Sodupe_2018_AGO,C0C3_Sodupe_2018_AGO,0.0,80.0,0.767055631,0.337597806,0.187128877,11.0,5.0,24.7,1.8,7.9,12.54321999,20.6,38.9,27.2,15.4,6.2,46.4,31.9
3664,2019,2019-02-09 00:00:00,Güeñes,Vespa Velutina,Natural Environment,0.0,20.0,"492374,8099","4784015,843",Cannot Terminate,2019-03-09 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,2,2018,675.0,FEB,2018.0,Sodupe,C0C3_Sodupe_2018_FEB,C0C3_Sodupe_2018_FEB,6.0,87.4,1.01516262,0.345974291,0.206908106,21.0,19.0,260.9,1.5,39.8,12.65164276,6.0,20.7,10.3,2.8,5.2,46.1,29.6
3665,2019,2019-03-09 00:00:00,Güeñes,Vespa Velutina,Urban Environment,6.0,38.0,"494225,226","4783216,788",Nest Terminated,2019-04-09 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,3,2018,1084.0,MAR,2018.0,Sodupe,C0C3_Sodupe_2018_MAR,C0C3_Sodupe_2018_MAR,0.0,69.8,0.965367515,0.390813595,0.188985982,23.0,20.0,149.6,2.0,18.8,12.47949155,10.5,20.4,15.5,5.8,8.3,70.2,44.0
3666,2019,2019-09-15 00:00:00,Güeñes,Vespa Velutina,Urban Environment,2.0,5.0,"496142,3086","4783799,843",Nest Terminated,2019-09-16 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,9,2018,3538.0,SET,2018.0,Sodupe,C0C3_Sodupe_2018_SET,C0C3_Sodupe_2018_SET,0.0,79.4,0.783574855,0.33892895100000003,0.203302265,6.0,3.0,8.3,0.5,4.6,12.58135649,19.6,36.1,27.5,13.9,6.5,54.7,33.8
3667,2019,2019-09-17 00:00:00,Güeñes,Vespa Velutina,Urban Environment,10.0,53.0,"494959,3463","4782714,958",Nest Terminated,2019-09-18 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,9,2018,3538.0,SET,2018.0,Sodupe,C0C3_Sodupe_2018_SET,C0C3_Sodupe_2018_SET,0.0,79.4,0.783574855,0.33892895100000003,0.203302265,6.0,3.0,8.3,0.5,4.6,12.58135649,19.6,36.1,27.5,13.9,6.5,54.7,33.8
3668,2019,2019-09-18 00:00:00,Güeñes,Vespa Velutina,Natural Environment,0.0,39.0,"494387,1272","4782734,692",Nest Terminated,2019-09-19 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,9,2018,3538.0,SET,2018.0,Sodupe,C0C3_Sodupe_2018_SET,C0C3_Sodupe_2018_SET,0.0,79.4,0.783574855,0.33892895100000003,0.203302265,6.0,3.0,8.3,0.5,4.6,12.58135649,19.6,36.1,27.5,13.9,6.5,54.7,33.8
3669,2019,2019-09-18 00:00:00,Güeñes,Vespa Velutina,Urban Environment,0.0,20.0,"494671,2646","4782364,578",Cannot Terminate,2019-09-23 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,9,2018,3538.0,SET,2018.0,Sodupe,C0C3_Sodupe_2018_SET,C0C3_Sodupe_2018_SET,0.0,79.4,0.783574855,0.33892895100000003,0.203302265,6.0,3.0,8.3,0.5,4.6,12.58135649,19.6,36.1,27.5,13.9,6.5,54.7,33.8
3670,2019,2019-09-24 00:00:00,Güeñes,Vespa Velutina,Urban Environment,10.0,10.0,"497977,2747","4785751,012",Cannot Terminate,2019-09-24 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,9,2018,3538.0,SET,2018.0,Sodupe,C0C3_Sodupe_2018_SET,C0C3_Sodupe_2018_SET,0.0,79.4,0.783574855,0.33892895100000003,0.203302265,6.0,3.0,8.3,0.5,4.6,12.58135649,19.6,36.1,27.5,13.9,6.5,54.7,33.8
3671,2019,2019-09-24 00:00:00,Güeñes,Vespa Velutina,Urban Environment,3.0,3.0,"497977,2747","4785751,012",Nest Terminated,2019-09-25 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,9,2018,3538.0,SET,2018.0,Sodupe,C0C3_Sodupe_2018_SET,C0C3_Sodupe_2018_SET,0.0,79.4,0.783574855,0.33892895100000003,0.203302265,6.0,3.0,8.3,0.5,4.6,12.58135649,19.6,36.1,27.5,13.9,6.5,54.7,33.8
3672,2019,2019-01-10 00:00:00,Güeñes,Vespa Velutina,Urban Environment,6.0,1.0,"498719,3275","4786791,85",Cannot Terminate,2019-03-10 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,1,2018,266.0,ENE,2018.0,Sodupe,C0C3_Sodupe_2018_ENE,C0C3_Sodupe_2018_ENE,0.0,88.8,1.039634916,0.361772205,0.186845795,24.0,20.0,255.0,2.0,40.4,12.65166145,8.4,20.1,13.1,4.8,4.6,61.9,27.8
3673,2019,2019-10-17 00:00:00,Güeñes,Vespa Velutina,Urban Environment,7.0,255.0,"496032,0292","4783518,822",Nest Terminated,2019-10-18 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,10,2018,3947.0,OCT,2018.0,Sodupe,C0C3_Sodupe_2018_OCT,C0C3_Sodupe_2018_OCT,0.0,83.5,0.8672579990000001,0.332120419,0.197198724,13.0,10.0,196.1,4.4,35.6,12.63052146,14.1,31.0,20.7,9.7,5.4,51.1,31.4
3674,2019,2019-10-23 00:00:00,Güeñes,Vespa Velutina,Urban Environment,0.0,40.0,"497638,9027","4785183,833",Nest Terminated,2019-10-24 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,10,2018,3947.0,OCT,2018.0,Sodupe,C0C3_Sodupe_2018_OCT,C0C3_Sodupe_2018_OCT,0.0,83.5,0.8672579990000001,0.332120419,0.197198724,13.0,10.0,196.1,4.4,35.6,12.63052146,14.1,31.0,20.7,9.7,5.4,51.1,31.4
3675,2019,2019-07-11 00:00:00,Güeñes,Vespa Velutina,Natural Environment,0.0,50.0,"493212,3236","4783774,091",Nest Terminated,2019-11-11 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,7,2018,2720.0,JUL,2018.0,Sodupe,C0C3_Sodupe_2018_JUL,C0C3_Sodupe_2018_JUL,0.0,81.6,0.771076077,0.344237897,0.187373861,12.0,8.0,27.7,2.0,11.2,12.53570625,21.2,31.5,26.9,16.8,6.3,49.0,31.8
3676,2019,2019-11-25 00:00:00,Güeñes,Vespa Velutina,Natural Environment,10.0,79.0,"492362,57","4784498,807",Nest Terminated,2019-11-25 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,11,2018,4356.0,NOV,2018.0,Sodupe,C0C3_Sodupe_2018_NOV,C0C3_Sodupe_2018_NOV,0.0,80.8,0.956539887,0.328341605,0.19520010899999998,18.0,11.0,88.0,1.4,23.3,12.60677218,11.6,23.0,17.2,7.1,6.5,69.8,35.0
3677,2019,2019-12-14 00:00:00,Güeñes,Vespa Velutina,Natural Environment,2.0,50.0,"493451,8264","4783320,652",Nest Terminated,2019-12-17 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,12,2018,4765.0,DIC,2018.0,Sodupe,C0C3_Sodupe_2018_DIC,C0C3_Sodupe_2018_DIC,1.0,89.6,0.862763635,0.296648487,0.192501964,10.0,6.0,30.2,0.8,12.1,12.77499548,8.9,19.6,15.4,4.3,4.1,50.4,22.2
3678,2019,2019-12-21 00:00:00,Güeñes,Vespa Velutina,Natural Environment,14.0,79.0,"498517,1231","4786716,573",Nest Terminated,2020-02-01 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,12,2018,4765.0,DIC,2018.0,Sodupe,C0C3_Sodupe_2018_DIC,C0C3_Sodupe_2018_DIC,1.0,89.6,0.862763635,0.296648487,0.192501964,10.0,6.0,30.2,0.8,12.1,12.77499548,8.9,19.6,15.4,4.3,4.1,50.4,22.2
3679,2019,2019-12-22 00:00:00,Güeñes,Vespa Velutina,Natural Environment,15.0,89.0,"493362,4736","4783727,038",Nest Terminated,2020-07-01 00:00:00,48045.0,175.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,C0C3,12,2018,4765.0,DIC,2018.0,Sodupe,C0C3_Sodupe_2018_DIC,C0C3_Sodupe_2018_DIC,1.0,89.6,0.862763635,0.296648487,0.192501964,10.0,6.0,30.2,0.8,12.1,12.77499548,8.9,19.6,15.4,4.3,4.1,50.4,22.2
