waspbust_id,year_x,nest_foundDate,municip_name,species,nest_locType,nest_hight,nest_diameter,nest_longitude,nest_latitude,nest_status,nest_judgementDate,municip_code,colonies_amount,food_fruit,food_apple,food_txakoli,food_kiwi,food_pear,food_blueberry,food_raspberry,station_code,month,year_offset,index,MMM,station_name,weath_days_frost,weath_humidity,weath_maxLevel,weath_midLevel,weath_minLevel,weath_days_rain,weath_days_rain1mm,weath_accuRainfall,weath_10minRainfall,weath_1dayRainfall,weath_solar,weath_meanTemp,weath_maxTemp,weath_maxMeanTemp,weath_minTemp,weath_meanWindM,weath_maxWindM,weath_meanDayMaxWind,year_cat,month_cat,population
4186,2019,2019-12-18 00:00:00,Leioa,Vespa Velutina,,4.0,50.0,"501596,666","4797053,742",Nest Terminated,2019-12-20 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,12,2018,4763.0,DIC,Punta Galea,0.0,75.0,0.90475328,0.30470884,0.186224941,10.0,5.0,23.6,1.8,7.2,12.42888315,12.5,19.8,15.6,9.7,18.3,90.0,49.8,2019,Dec,31495.0
4187,2018,2018-12-26 00:00:00,Leioa,Vespa Velutina,Natural Environment,20.0,70.0,,,Nest Terminated,2018-12-26 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,12,2017,4659.0,DIC,Punta Galea,0.0,75.4,1.056239135,0.261852191,0.17964251899999994,23.0,21.0,220.9,3.0,33.4,3.6,10.2,19.9,13.3,7.3,23.4,145.1,66.8,2018,Dec,31197.0
4188,2018,2018-12-16 00:00:00,Leioa,Vespa Velutina,Natural Environment,20.0,0.0,"500070,4647","4798167,575",Nest Terminated,2018-12-20 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,12,2017,4659.0,DIC,Punta Galea,0.0,75.4,1.056239135,0.261852191,0.17964251899999994,23.0,21.0,220.9,3.0,33.4,3.6,10.2,19.9,13.3,7.3,23.4,145.1,66.8,2018,Dec,31197.0
4189,2018,2018-07-12 00:00:00,Leioa,Vespa Velutina,Natural Environment,1.0,5.0,"502359,4896","4798261,204",Nest Terminated,2018-10-12 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,7,2017,2614.0,JUL,Punta Galea,0.0,82.2,0.850598517,0.344749328,0.17243911399999998,12.0,7.0,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6,2018,Jul,31197.0
4190,2018,2018-02-12 00:00:00,Leioa,Vespa Velutina,Natural Environment,2.0,10.0,"501105,7418","4796494,543",Nest Terminated,2018-03-12 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,2,2017,569.0,FEB,Punta Galea,0.0,70.9,0.979617611,0.320442908,0.18227514,14.0,9.0,69.5,2.5,17.1,8.4,12.4,20.1,15.8,9.2,21.1,131.0,63.8,2018,Feb,31197.0
4191,2018,2018-01-12 00:00:00,Leioa,Vespa Velutina,Natural Environment,6.0,10.0,"500710,8262","4796720,865",Nest Terminated,2018-03-12 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,1,2017,160.0,ENE,Punta Galea,2.0,71.3,1.087003209,0.338207926,0.182314765,9.0,8.0,94.4,1.9,34.0,5.3,8.5,19.4,11.6,5.4,24.1,105.8,55.3,2018,Jan,31197.0
4192,2018,2018-11-27 00:00:00,Leioa,Vespa Velutina,Natural Environment,2.0,10.0,"501144,4291","4797332,442",Nest Terminated,2018-11-28 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,31197.0
4193,2018,2018-11-27 00:00:00,Leioa,Vespa Velutina,Natural Environment,10.0,20.0,"501069,4106","4797345,782",Nest Terminated,2018-11-28 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,31197.0
4194,2018,2018-11-26 00:00:00,Leioa,Vespa Velutina,Natural Environment,7.0,8.0,,,Cannot Terminate,2018-11-28 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,31197.0
4195,2018,2018-11-21 00:00:00,Leioa,Vespa Velutina,Natural Environment,1.0,5.0,,,Nest Terminated,2018-11-28 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,31197.0
4196,2018,2018-11-19 00:00:00,Leioa,Vespa Velutina,Natural Environment,2.0,7.0,"501756,6025","4796734,376",Nest Terminated,2018-11-21 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,31197.0
4197,2018,2018-11-19 00:00:00,Leioa,Vespa Velutina,Natural Environment,1.0,15.0,"500514,3062","4797601,415",Nest Terminated,2018-11-21 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,31197.0
4198,2018,2018-11-16 00:00:00,Leioa,Vespa Velutina,Natural Environment,200.0,5.0,"501461,5347","4796890,614",Cannot Terminate,2018-11-19 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,31197.0
4199,2018,2018-11-16 00:00:00,Leioa,Vespa Velutina,Natural Environment,1.0,1.0,,,Nest Terminated,2018-11-19 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,31197.0
4200,2018,2018-11-15 00:00:00,Leioa,Vespa Velutina,Natural Environment,2.0,13.0,"500861,5924","4797825,454",Nest Terminated,2018-11-19 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,31197.0
4201,2018,2018-11-14 00:00:00,Leioa,Vespa Velutina,Natural Environment,2.0,20.0,"500952,6022","4797505,212",Nest Terminated,2018-11-14 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,31197.0
4202,2018,2018-11-14 00:00:00,Leioa,Vespa Velutina,Natural Environment,2.0,2.0,,,Cannot Terminate,2018-11-15 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,31197.0
4203,2018,2018-11-13 00:00:00,Leioa,Vespa Velutina,Natural Environment,1.0,15.0,"500622,7228","4798469,466",Nest Terminated,2018-11-14 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,31197.0
4204,2018,2018-10-19 00:00:00,Leioa,Vespa Velutina,Natural Environment,2.0,30.0,,,Cannot Terminate,2018-10-22 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,10,2017,3841.0,OCT,Punta Galea,0.0,78.3,0.813775045,0.306401953,0.187142066,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9,2018,Oct,31197.0
4205,2018,2018-12-11 00:00:00,Leioa,Vespa Velutina,Natural Environment,6.0,10.0,"501179,924","4796956,85",Cannot Terminate,2018-11-15 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,12,2017,4659.0,DIC,Punta Galea,0.0,75.4,1.056239135,0.261852191,0.17964251899999994,23.0,21.0,220.9,3.0,33.4,3.6,10.2,19.9,13.3,7.3,23.4,145.1,66.8,2018,Dec,31197.0
4206,2018,2018-11-11 00:00:00,Leioa,Vespa Velutina,Natural Environment,2.0,10.0,"502149,2755","4796661,407",Nest Terminated,2018-11-14 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,11,2017,4250.0,NOV,Punta Galea,0.0,71.2,1.029373967,0.315901544,0.166973151,17.0,15.0,201.7,3.4,39.3,6.3,12.6,23.9,16.1,9.3,22.0,99.0,59.0,2018,Nov,31197.0
4207,2018,2018-08-11 00:00:00,Leioa,Vespa Velutina,Natural Environment,10.0,10.0,,,Cannot Terminate,2018-11-14 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,8,2017,3023.0,AGO,Punta Galea,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8,2018,Aug,31197.0
4208,2018,2018-04-11 00:00:00,Leioa,Vespa Velutina,Urban Environment,15.0,10.0,"500183,9951","4796782,1",Cannot Terminate,2018-05-11 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,4,2017,1387.0,ABR,Punta Galea,0.0,77.2,0.870697807,0.305709693,0.182315703,7.0,7.0,41.7,1.7,13.4,18.4,13.5,24.9,16.5,10.0,16.3,95.8,44.3,2018,Apr,31197.0
4209,2018,2018-02-11 00:00:00,Leioa,Vespa Velutina,Urban Environment,0.0,40.0,"501075,3072","4797245,195",Nest Terminated,2018-02-11 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,2,2017,569.0,FEB,Punta Galea,0.0,70.9,0.979617611,0.320442908,0.18227514,14.0,9.0,69.5,2.5,17.1,8.4,12.4,20.1,15.8,9.2,21.1,131.0,63.8,2018,Feb,31197.0
4210,2018,2018-10-25 00:00:00,Leioa,Vespa Velutina,Natural Environment,1.0,5.0,"501753,338","4797171,317",Nest Terminated,2018-10-26 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,10,2017,3841.0,OCT,Punta Galea,0.0,78.3,0.813775045,0.306401953,0.187142066,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9,2018,Oct,31197.0
4211,2018,2018-10-25 00:00:00,Leioa,Vespa Velutina,Natural Environment,0.0,10.0,"501274,2343","4797407,71",Nest Terminated,2018-10-26 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,10,2017,3841.0,OCT,Punta Galea,0.0,78.3,0.813775045,0.306401953,0.187142066,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9,2018,Oct,31197.0
4212,2018,2018-10-25 00:00:00,Leioa,Vespa Velutina,Natural Environment,1.0,12.0,"499786,5331","4797580,424",Cannot Terminate,2018-10-30 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,10,2017,3841.0,OCT,Punta Galea,0.0,78.3,0.813775045,0.306401953,0.187142066,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9,2018,Oct,31197.0
4213,2018,2018-10-23 00:00:00,Leioa,Vespa Velutina,Natural Environment,12.0,15.0,"501695,98","4796908,594",Nest Terminated,2018-10-24 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,10,2017,3841.0,OCT,Punta Galea,0.0,78.3,0.813775045,0.306401953,0.187142066,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9,2018,Oct,31197.0
4214,2018,2018-10-18 00:00:00,Leioa,Vespa Velutina,Natural Environment,5.0,1.0,"502107,0917","4796775,984",Cannot Terminate,2018-10-22 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,10,2017,3841.0,OCT,Punta Galea,0.0,78.3,0.813775045,0.306401953,0.187142066,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9,2018,Oct,31197.0
4215,2018,2018-10-17 00:00:00,Leioa,Vespa Velutina,Natural Environment,10.0,30.0,"501525,5988","4797704,165",Nest Terminated,2018-10-22 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,10,2017,3841.0,OCT,Punta Galea,0.0,78.3,0.813775045,0.306401953,0.187142066,11.0,7.0,22.8,0.6,6.0,10.1,17.2,29.6,21.1,13.7,15.8,83.9,42.9,2018,Oct,31197.0
4216,2018,2018-09-10 00:00:00,Leioa,Vespa Velutina,Natural Environment,12.0,10.0,"501313,6624","4797444,195",Cannot Terminate,2018-10-10 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,9,2017,3432.0,SET,Punta Galea,0.0,79.4,0.8760076459999999,0.371895746,0.198964931,19.0,14.0,115.6,3.6,24.0,14.0,17.9,29.8,21.1,14.9,15.4,84.2,43.4,2018,Sep,31197.0
4217,2018,2018-08-10 00:00:00,Leioa,Vespa Velutina,Natural Environment,2.0,10.0,"501412,3755","4797069,419",Nest Terminated,2018-10-10 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,8,2017,3023.0,AGO,Punta Galea,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8,2018,Aug,31197.0
4218,2018,2018-08-10 00:00:00,Leioa,Vespa Velutina,Natural Environment,25.0,1.0,"500055,3334","4797444,049",Nest Terminated,2018-11-10 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,8,2017,3023.0,AGO,Punta Galea,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8,2018,Aug,31197.0
4219,2018,2018-02-10 00:00:00,Leioa,Vespa Velutina,Natural Environment,2.0,1.0,"501330,3847","4797408,36",Nest Terminated,2018-10-30 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,2,2017,569.0,FEB,Punta Galea,0.0,70.9,0.979617611,0.320442908,0.18227514,14.0,9.0,69.5,2.5,17.1,8.4,12.4,20.1,15.8,9.2,21.1,131.0,63.8,2018,Feb,31197.0
4220,2018,2018-04-10 00:00:00,Leioa,Vespa Velutina,Urban Environment,1.0,10.0,"499418,9604","4796557,827",Nest Terminated,2018-08-10 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,4,2017,1387.0,ABR,Punta Galea,0.0,77.2,0.870697807,0.305709693,0.182315703,7.0,7.0,41.7,1.7,13.4,18.4,13.5,24.9,16.5,10.0,16.3,95.8,44.3,2018,Apr,31197.0
4221,2018,2018-02-10 00:00:00,Leioa,Vespa Velutina,Urban Environment,2.0,15.0,"500231,9097","4797752,161",Cannot Terminate,2018-03-10 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,2,2017,569.0,FEB,Punta Galea,0.0,70.9,0.979617611,0.320442908,0.18227514,14.0,9.0,69.5,2.5,17.1,8.4,12.4,20.1,15.8,9.2,21.1,131.0,63.8,2018,Feb,31197.0
4222,2018,2018-09-28 00:00:00,Leioa,Vespa Velutina,Natural Environment,2.0,15.0,"501342,0056","4797349,469",Nest Terminated,2018-03-10 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,9,2017,3432.0,SET,Punta Galea,0.0,79.4,0.8760076459999999,0.371895746,0.198964931,19.0,14.0,115.6,3.6,24.0,14.0,17.9,29.8,21.1,14.9,15.4,84.2,43.4,2018,Sep,31197.0
4223,2018,2018-09-28 00:00:00,Leioa,Vespa Velutina,Natural Environment,1.0,15.0,"501321,0716","4797380,9",Nest Terminated,2018-03-10 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,9,2017,3432.0,SET,Punta Galea,0.0,79.4,0.8760076459999999,0.371895746,0.198964931,19.0,14.0,115.6,3.6,24.0,14.0,17.9,29.8,21.1,14.9,15.4,84.2,43.4,2018,Sep,31197.0
4224,2018,2018-09-27 00:00:00,Leioa,Vespa Velutina,Natural Environment,11.0,28.0,"502217,2269","4796885,92",Nest Terminated,2018-03-10 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,9,2017,3432.0,SET,Punta Galea,0.0,79.4,0.8760076459999999,0.371895746,0.198964931,19.0,14.0,115.6,3.6,24.0,14.0,17.9,29.8,21.1,14.9,15.4,84.2,43.4,2018,Sep,31197.0
4225,2018,2018-09-27 00:00:00,Leioa,Vespa Velutina,Natural Environment,0.0,15.0,"501964,8357","4796198,462",Nest Terminated,2018-03-10 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,9,2017,3432.0,SET,Punta Galea,0.0,79.4,0.8760076459999999,0.371895746,0.198964931,19.0,14.0,115.6,3.6,24.0,14.0,17.9,29.8,21.1,14.9,15.4,84.2,43.4,2018,Sep,31197.0
4226,2018,2018-09-24 00:00:00,Leioa,Vespa Velutina,Natural Environment,16.0,20.0,,,Nest Terminated,2018-09-24 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,9,2017,3432.0,SET,Punta Galea,0.0,79.4,0.8760076459999999,0.371895746,0.198964931,19.0,14.0,115.6,3.6,24.0,14.0,17.9,29.8,21.1,14.9,15.4,84.2,43.4,2018,Sep,31197.0
4227,2018,2018-09-20 00:00:00,Leioa,Vespa Velutina,Natural Environment,1.0,20.0,,,Cannot Terminate,2018-09-20 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,9,2017,3432.0,SET,Punta Galea,0.0,79.4,0.8760076459999999,0.371895746,0.198964931,19.0,14.0,115.6,3.6,24.0,14.0,17.9,29.8,21.1,14.9,15.4,84.2,43.4,2018,Sep,31197.0
4228,2018,2018-09-20 00:00:00,Leioa,Vespa Velutina,Natural Environment,3.0,30.0,,,Cannot Terminate,2018-09-20 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,9,2017,3432.0,SET,Punta Galea,0.0,79.4,0.8760076459999999,0.371895746,0.198964931,19.0,14.0,115.6,3.6,24.0,14.0,17.9,29.8,21.1,14.9,15.4,84.2,43.4,2018,Sep,31197.0
4229,2018,2018-09-16 00:00:00,Leioa,Vespa Velutina,Natural Environment,15.0,40.0,"501548,3353","4797003,499",Nest Terminated,2018-09-17 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,9,2017,3432.0,SET,Punta Galea,0.0,79.4,0.8760076459999999,0.371895746,0.198964931,19.0,14.0,115.6,3.6,24.0,14.0,17.9,29.8,21.1,14.9,15.4,84.2,43.4,2018,Sep,31197.0
4230,2018,2018-09-14 00:00:00,Leioa,Vespa Velutina,Urban Environment,4.0,20.0,"500760,8879","4796701,971",Nest Terminated,2018-09-14 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,9,2017,3432.0,SET,Punta Galea,0.0,79.4,0.8760076459999999,0.371895746,0.198964931,19.0,14.0,115.6,3.6,24.0,14.0,17.9,29.8,21.1,14.9,15.4,84.2,43.4,2018,Sep,31197.0
4231,2018,2018-08-09 00:00:00,Leioa,Vespa Velutina,Natural Environment,13.0,25.0,"502967,7585","4797792,98",Nest Terminated,2018-10-09 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,8,2017,3023.0,AGO,Punta Galea,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8,2018,Aug,31197.0
4232,2018,2018-08-09 00:00:00,Leioa,Vespa Velutina,Natural Environment,4.0,10.0,"500448,7242","4798191,562",Nest Terminated,2018-10-09 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,8,2017,3023.0,AGO,Punta Galea,0.0,78.9,0.90711687,0.35725268,0.17946579,13.0,11.0,64.6,4.4,14.5,18.0,20.2,35.7,23.7,17.2,14.5,72.7,39.8,2018,Aug,31197.0
4233,2018,2018-06-09 00:00:00,Leioa,Vespa Velutina,Urban Environment,10.0,5.0,"501386,7024","4797174,186",Nest Terminated,2018-07-09 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,6,2017,2205.0,JUN,Punta Galea,0.0,86.4,0.859047445,0.34328050200000004,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3,2018,Jun,31197.0
4234,2018,2018-06-09 00:00:00,Leioa,Vespa Velutina,Natural Environment,10.0,5.0,"501138,4697","4797967,861",Nest Terminated,2018-07-09 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,6,2017,2205.0,JUN,Punta Galea,0.0,86.4,0.859047445,0.34328050200000004,0.17530801,15.0,13.0,63.9,3.1,13.9,17.5,19.8,32.0,22.7,17.3,15.1,97.9,47.3,2018,Jun,31197.0
4235,2019,2019-05-28 00:00:00,Leioa,Vespa Velutina,Urban Environment,3.0,20.0,"502231,6193","4796655,981",Nest Terminated,2019-05-28 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,5,2018,1900.0,MAY,Punta Galea,0.0,82.8,0.910817542,0.342443892,0.193129253,15.0,8.0,87.2,7.8,29.4,12.53995948,14.5,23.0,17.1,12.1,14.1,82.8,38.4,2019,May,31495.0
4236,2019,2019-12-06 00:00:00,Leioa,Vespa Velutina,Urban Environment,2.0,20.0,"501386,8426","4797943,168",Nest Terminated,2019-06-13 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,12,2018,4763.0,DIC,Punta Galea,0.0,75.0,0.90475328,0.30470884,0.186224941,10.0,5.0,23.6,1.8,7.2,12.42888315,12.5,19.8,15.6,9.7,18.3,90.0,49.8,2019,Dec,31495.0
4238,2019,2019-07-19 00:00:00,Leioa,Vespa Velutina,Natural Environment,1.0,20.0,"500269,3909","4798044,29",Nest Terminated,2019-07-19 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,7,2018,2718.0,JUL,Punta Galea,0.0,86.9,0.743987035,0.338437392,0.179217365,14.0,8.0,44.1,2.5,14.2,12.49399633,21.2,26.5,23.3,18.9,12.9,76.0,37.0,2019,Jul,31495.0
4239,2019,2019-08-28 00:00:00,Leioa,Vespa Velutina,Urban Environment,8.0,30.0,"501772,0813","4798342,563",Nest Terminated,2019-08-28 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,8,2018,3127.0,AGO,Punta Galea,0.0,84.2,0.776118565,0.355341508,0.193537258,11.0,7.0,37.6,3.1,10.1,12.48053673,20.9,32.7,23.6,18.0,14.4,94.3,39.9,2019,Aug,31495.0
4240,2019,2019-08-30 00:00:00,Leioa,Vespa Velutina,Urban Environment,10.0,30.0,,,Nest Terminated,2019-02-09 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,8,2018,3127.0,AGO,Punta Galea,0.0,84.2,0.776118565,0.355341508,0.193537258,11.0,7.0,37.6,3.1,10.1,12.48053673,20.9,32.7,23.6,18.0,14.4,94.3,39.9,2019,Aug,31495.0
4241,2019,2019-05-09 00:00:00,Leioa,Vespa Velutina,Urban Environment,10.0,5.0,"501901,3765","4798310,68",Nest Terminated,2019-05-09 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,5,2018,1900.0,MAY,Punta Galea,0.0,82.8,0.910817542,0.342443892,0.193129253,15.0,8.0,87.2,7.8,29.4,12.53995948,14.5,23.0,17.1,12.1,14.1,82.8,38.4,2019,May,31495.0
4243,2019,2019-09-25 00:00:00,Leioa,Vespa Velutina,Natural Environment,20.0,40.0,"501066,216","4797333,2",Nest Terminated,2019-09-26 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,9,2018,3536.0,SET,Punta Galea,0.0,84.5,0.735560195,0.335200279,0.193600872,5.0,3.0,20.1,7.6,12.9,12.57796332,19.8,34.3,23.1,16.8,12.1,99.4,35.5,2019,Sep,31495.0
4244,2019,2019-09-29 00:00:00,Leioa,Vespa Velutina,Natural Environment,15.0,60.0,"499797,4855","4796779,919",Nest Terminated,2019-01-10 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,9,2018,3536.0,SET,Punta Galea,0.0,84.5,0.735560195,0.335200279,0.193600872,5.0,3.0,20.1,7.6,12.9,12.57796332,19.8,34.3,23.1,16.8,12.1,99.4,35.5,2019,Sep,31495.0
4245,2019,2019-09-10 00:00:00,Leioa,Vespa Velutina,Urban Environment,1.0,20.0,"499649,273","4796931,578",Nest Terminated,2019-10-10 00:00:00,48054.0,0.0,11.0,0.0,11.0,0.0,0.0,2.0,0.0,C042,9,2018,3536.0,SET,Punta Galea,0.0,84.5,0.735560195,0.335200279,0.193600872,5.0,3.0,20.1,7.6,12.9,12.57796332,19.8,34.3,23.1,16.8,12.1,99.4,35.5,2019,Sep,31495.0
